tag,shloka_ref,title,translation
karma,11.24,"Chapter 11, Verse 24","Seeing Your form touching the sky, shining with many colors, with wide open mouths and blazing eyes, my inner self trembles with fear. O Vishnu, I find no steadiness or peace of mind."
karma,11.25,"Chapter 11, Verse 25","Seeing Your terrifying mouths with dreadful fangs, blazing like the fires of destruction, I lose all sense of direction and find no peace. O Lord of the gods, O refuge of the universe, please be graci"
karma,11.28,"Chapter 11, Verse 28","Just as many rushing rivers flow toward the ocean, so too these great warriors of the human world are entering Your blazing mouths."
karma,11.29,"Chapter 11, Verse 29","Just as moths rush swiftly into a blazing fire to their destruction, so too all these people are rushing with great speed into Your mouths for their own destruction."
karma,11.30,"Chapter 11, Verse 30","O Vishnu, You are licking and devouring all the worlds from every side with Your blazing mouths. Your fierce radiance fills the entire universe and scorches it with its intense heat."
karma,11.32,"Chapter 11, Verse 32","The Supreme Lord said: I am Time, the mighty destroyer of worlds, engaged here in destroying these people. Even without your participation, none of the warriors standing on the opposing side will surv"
karma,11.33,"Chapter 11, Verse 33","Therefore arise and gain glory. Conquer your enemies and enjoy a prosperous kingdom. These warriors have already been slain by Me. O skilled archer, you are merely an instrument in this process."
karma,11.34,"Chapter 11, Verse 34","Drona, Bhishma, Jayadratha, Karna, and many other great warriors have already been slain by Me. Therefore defeat them and do not be disturbed. Fight, and you will conquer your enemies in battle."
karma,11.35,"Chapter 11, Verse 35","Sanjaya said: Hearing these words of Keshava, Arjuna, trembling and with folded hands, bowed down to Krishna. Overwhelmed with fear, he again spoke to Him with a faltering voice."
karma,11.36,"Chapter 11, Verse 36","Arjuna said: O Hrishikesha, it is fitting that the world rejoices and becomes devoted upon hearing Your glories. The demons flee in fear in all directions, while the hosts of perfected beings bow down"
karma,11.37,"Chapter 11, Verse 37","O great soul, why should they not bow to You? You are greater even than Brahma, the original creator. O infinite Lord of the gods, refuge of the universe, You are the imperishable reality beyond both "
karma,11.42,"Chapter 11, Verse 42","And if, in jest, I have ever shown You disrespect while playing, resting, sitting together, or eating, whether alone or in the presence of others, O Achyuta, I ask Your forgiveness for all of it, O im"
karma,11.45,"Chapter 11, Verse 45","Seeing this form which I had never seen before, I am filled with joy, yet my mind is also greatly disturbed with fear. Therefore, O Lord of the gods, O refuge of the universe, please show me again You"
karma,11.48,"Chapter 11, Verse 48","O best of the Kurus, this form of Mine that you have seen cannot be perceived in the human world by studying the Vedas, performing sacrifices, giving charity, engaging in rituals, or practicing severe"
karma,11.49,"Chapter 11, Verse 49","Do not be afraid or confused after seeing this terrifying form of Mine. Free from fear and with a peaceful mind, behold again My familiar form."
karma,11.50,"Chapter 11, Verse 50","Sanjaya said: After speaking in this way to Arjuna, Vasudeva again showed His own gentle form. The great soul then comforted the frightened Arjuna by appearing once more in His calm and pleasing appea"
karma,11.53,"Chapter 11, Verse 53","I cannot be seen in this form as you have seen Me simply through studying the Vedas, performing austerities, giving charity, or conducting sacrifices."
karma,11.54,"Chapter 11, Verse 54","But by undivided devotion, O Arjuna, I can truly be known, seen in reality, and entered into. Through such devotion one can understand Me as I am, O conqueror of enemies."
karma,11.55,"Chapter 11, Verse 55","One who performs actions for Me, who regards Me as the supreme goal, who is devoted to Me, free from attachment, and free from hostility toward all beings, such a person comes to Me, O Arjuna."
karma,12.10,"Chapter 12, Verse 10","If you are unable even to practice steady discipline, then dedicate your actions to Me. By performing actions for My sake, you will attain perfection."
karma,12.11,"Chapter 12, Verse 11","If you are unable to act for My sake, then practice renouncing the results of all your actions with self-control."
karma,12.12,"Chapter 12, Verse 12","Knowledge is better than mechanical practice, meditation is superior to knowledge, and renouncing the results of actions is greater than meditation. From such renunciation, peace immediately follows."
karma,12.13,"Chapter 12, Verse 13","One who has no hatred toward any being, who is friendly and compassionate, free from possessiveness and ego, balanced in both happiness and distress, and forgiving in nature, is dear to Me."
karma,12.14,"Chapter 12, Verse 14","One who is always content, self-disciplined, firmly determined, and whose mind and intellect are dedicated to Me, such a devotee is dear to Me."
karma,12.15,"Chapter 12, Verse 15","One by whom the world is not disturbed and who is not disturbed by the world, who is free from excessive joy, anger, fear, and agitation, such a person is dear to Me."
karma,12.16,"Chapter 12, Verse 16","One who is free from expectation, pure in conduct, skillful in action, impartial, free from anxiety, and who has renounced selfish undertakings, such a devotee is dear to Me."
karma,12.17,"Chapter 12, Verse 17","One who neither becomes overly joyful nor hates, neither laments nor desires, and who has renounced attachment to both good and bad outcomes, such a devoted person is dear to Me."
karma,12.18,"Chapter 12, Verse 18","One who remains equal toward friend and enemy, balanced in honor and dishonor, and steady in heat and cold, pleasure and pain, free from attachment, such a person is dear to Me."
karma,12.19,"Chapter 12, Verse 19","One who regards praise and criticism equally, who is thoughtful and restrained in speech, content with whatever comes, unattached to fixed possessions or residence, steady in mind and devoted, such a "
karma,12.2,"Chapter 12, Verse 2",The Supreme Lord said: Those who fix their minds on Me and constantly worship Me with deep faith are considered by Me to be the most perfectly united in yoga.
karma,12.3,"Chapter 12, Verse 3","But those who worship the imperishable, indefinable, unmanifest reality, which is all-pervading, inconceivable, unchanging, immovable, and eternal, also engage in a path of spiritual discipline."
karma,12.4,"Chapter 12, Verse 4","Those who control their senses, remain balanced in all situations, and are dedicated to the welfare of all beings also ultimately reach Me."
karma,12.6,"Chapter 12, Verse 6","But those who dedicate all their actions to Me, who regard Me as their supreme goal, and who worship Me while meditating on Me with single-minded focus, follow a path of devotion."
karma,12.7,"Chapter 12, Verse 7","For those whose minds are fully absorbed in Me, O Arjuna, I become their deliverer from the ocean of birth and death, and I quickly lift them out of the cycle of worldly existence."
karma,12.8,"Chapter 12, Verse 8","Fix your mind on Me alone and place your intelligence in Me. Then you will live in Me always, without any doubt."
